Chartmetric ID,Artist,Country,Region,Continent,Pronouns,Solo/Group,Associated Labels,Label Category,Genres,Moods,Activities,Chartmetric Score,Chartmetric Rank,Career Stage,Recent Momentum,TikTok Followers,TikTok Likes,TikTok Engagement Rate,TikTok Posts,TikTok Views,Pandora Monthly Listeners,Pandora Streams,Pandora Artist Stations,Shazams,Line Music Artist Likes,Line Music Likes,Line Music Video Views,Line Music Streams,Melon Fans,Melon Video Likes,Melon Video Views,Spotify Followers,Spotify Monthly Listeners,Spotify Conversion Rate,Spotify Reach / Followers Ratio,Spotify Popularity,Spotify Playlist Reach,Spotify Playlist Count,YouTube Channel Subscribers,YouTube Channel Views,YouTube Daily Video Views,YouTube Monthly Audience,YouTube Engagement Rate,YouTube Playlist Count,Deezer Fans,Deezer Playlist Count,Deezer Playlist Reach,SoundCloud Followers,SoundCloud Streams,Apple Music Playlist Count,Amazon Music Playlist Count,Instagram Followers,Instagram Engagement Rate,Radio Spins,SiriusXM Spins,Facebook Followers,Facebook Talks,Snapchat Followers,X Followers,X Post Count,Wikipedia Views,Bandsintown Followers,Songkick Fans,Boomplay Streams,Boomplay Favorites,Genius Views,Twitch Followers,Audience Age,Audience Gender,Spotify Links
11557637,Intercollision,,,,,,Unknown Label,,"Deathcore,Metalcore",,,6.94563171,1305867,Developing,Steady,,,,,,,,,153,,,,,,,,483,655,0.737405,30.51x,4,14737,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2ZQQObsBpPwgKjK07Mjmba
11488869,Of Grace,,,,,,Unknown Label,,"Deathcore,Dance,Electronic",,,6.914012564,1308914,Developing,Slowing,,,,,,,,,775,,,,,,,,1268,1682,0.753864,17.61x,11,22329,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/0fk7EeoMrQyBltSnppBQys
1453982,Death of a Deity,United States,North America,North America,,,Unknown Label,,"Deathcore,Death Metal,Brutal Death Metal",,,6.910273407,1309543,Developing,Steady,,,,,,,,,111,,,,,,,,1422,1095,1.29863,49.22x,6,69991,323,,,,,,,31,,,,,1,,,,1,,,,,,,,,131,,,,,,,https://open.spotify.com/artist/3yZlzF2huAB9mbPDhOtnUN
10871093,Deaths Contract,,,,,,Unknown Label,,"Deathcore,Metalcore","Heavy,Aggressive,Intense,Angry,Fighting","Melodic,Guitar",6.836064919,1316793,Developing,Slowing,,,,1,,,,,167,,,,,,,,809,602,1.343854,25.02x,3,20240,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4N90WuwleCUe1FycsG2Y9h
9366330,Open Kasket,United States,North America,North America,,,Unknown Label,,"Goregrind,Death Metal,Brutal Death Metal",,,6.824473505,1319186,Developing,Slowing,,,,,,,,,56,,,,,,,,1912,529,3.614367,87.28x,5,166871,415,,,,,,,,,,,,,,,,9,,,,,,,,,189,,,,,,,https://open.spotify.com/artist/5SMXhyH6Z377dagl3oh8cq
636241,Foetal Juice,United Kingdom,Western Europe,Europe,They/Them,,Unknown Label,,"Brutal Death Metal,Goregrind,Metal",,,6.819915756,1319496,Developing,Slowing,,,,9,3664,,,,47,,,,,,,,2943,534,5.511236,148.3x,5,436435,372,363,75275,,,,,229,,,,,,,2937,,15,,,,,,,,,653,,0,,,,,https://open.spotify.com/artist/75OkKMJXuW7voncWJ2DfLs
12571605,Floscule,Ukraine,Eastern Europe,Europe,They/Them,,Unknown Label,,"Death Metal,Deathcore,Dance",,,6.815358387,1319810,Developing,Slowing,,,,,,,,,329,,,,,,,,986,859,1.147846,78.89x,5,77790,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3myXeA61vpk5Rm2ReaipNL
3567653,Nyrst,,,,,Group,Unknown Label,,"Dance,Electronic,Metal",,,6.797740129,1321683,Developing,Steady,,,,2,177,,,,178,,,,,,,,3888,280,13.885714,6.64x,2,25831,451,,,,,,,174,,,,,,,,,14,,,,,,,,,270,,,,,,,https://open.spotify.com/artist/5l3wrSsJE2V0VINGu89lWN
10200808,Faceless Enemy,United States,North America,North America,,Group,Unknown Label,,"Goregrind,Brutal Death Metal,Death Metal","Chill,Moving,Smooth,Raw",,6.790234565,1322741,Developing,Cooling,,,,,,,,,58,,,,,,,,1642,721,2.277393,33.87x,4,55615,375,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,https://open.spotify.com/artist/45RPXUbkBXzBcGJwfQQ044
11802197,Axefear,,,,,,Unknown Label,,"Brutal Death Metal,Goregrind,Dance",,,6.749384161,1326809,Developing,Slowing,,,,,,,,,,,,,,,,,988,679,1.455081,672.88x,7,664809,137,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,https://open.spotify.com/artist/08v1mIczurORofSMniq8Oi
10059301,Disheveled Convolution,,,,,,Unknown Label,,"Death Metal,Deathcore",,,6.692928945,1332372,Developing,Slowing,,,,,,,,,27,,,,,,,,1616,594,2.720539,66.72x,4,107817,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2bMka4KrZKGERc3Q9W3Emb
1050660,Kin Beneath Chorus,Greece,Southern Europe,Europe,,Group,Unknown Label,,"Progressive Rock,Metal,Rock",,,6.681454378,1333478,Developing,Steady,,,,,,,,,407,,,,,,,,1242,637,1.949765,53x,13,65831,179,,,,,,,33,,,,,,,,,,,,,,,,,,199,,0,,,,,https://open.spotify.com/artist/72IXBWh7gzDssxkNjOpnLx
8408824,The Hill Is Burning,India,South Asia,Asia,N/A,,Unknown Label,,"Deathcore,Progressive Metal,Alternative Rock",,,6.67162713,1334427,Developing,Slowing,,,,,,,,,40,,,,,,,,1544,776,1.989691,56.38x,4,87055,110,412,101067,,,,,,,,,,,,1165,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/6vzsOuuHmSN5IRL0bD0PNK
8220525,Psycho Decadence,Brazil,South America,South America,,Group,Unknown Label,,"Deathcore,Metalcore,Brazilian Metal",,,6.578550487,1343878,Developing,Slowing,,,,,7880,,,,200,,,,,,,,2382,764,3.117801,19.57x,4,46621,175,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/1PuQN6QGQcPjddkb3We44S
12071568,Null Dysthymic,,,,,,Unknown Label,,"Death Metal,Deathcore,Metalcore",,,6.57742692,1344023,Developing,Slowing,,,,,,,,,152,,,,,,,,1303,493,2.643002,59.49x,4,77516,206,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/6CeG13ZRFvpuiD0frGUX8x
9722189,OTIS VCR,United States,North America,North America,,,Unknown Label,,"Brutal Death Metal,Goregrind,Hardcore",,,6.568439214,1344829,Developing,Slowing,,,,,,,,,54,,,,,,,,1904,827,2.302297,4.83x,8,9201,367,,,,,,,,,,,,1,,,,7,,,,,,,,,330,,,,,,,https://open.spotify.com/artist/1MRpS03w7O7TTpGLCmhSMp
4461571,SATANICE,,,,,,Unknown Label,,"Deathcore,Metal,Rock",,,6.53509386,1348553,Developing,Slowing,,,,18,84916,,,,317,,,,,,,,1470,327,4.495413,33.83x,2,49736,378,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2LuqpIBXULsF5b4HkCr7mI
3898559,Just Dust,,,,,Group,Unknown Label,,"Deathcore,Progressive Metal,Metalcore",,,6.519939651,1350131,Developing,Cooling,,,,64,436997,,,,1793,,,,,,,,1490,1174,1.269165,312.65x,5,465849,312,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,https://open.spotify.com/artist/0oV9ljsbczX4uZts45Gvmt
1717682,Deathless,United States,North America,North America,,Group,Unknown Label,,"Metal,Rock,Death Metal",,,6.45414723,1358325,Developing,Slowing,,,,,,,,,84,,,,,,,,1739,492,3.534553,25.82x,6,44901,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/17hfWp98WYoCWRVxEwF6SP
10028756,Nefarius,,,,They/Them,,Unknown Label,,"Deathcore,Metalcore","Heavy,Fun","Melodic,Summer",6.419837017,1361949,Developing,Slowing,,,,,,,,,96,,,,,,,,1363,506,2.693676,43.28x,4,58992,418,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4Drs0Q0mdXNql39PM6AtsN
13127670,Batch89,,,,,,Unknown Label,,"Brutal Death Metal,Deathcore,Goregrind",,,6.393644642,1364740,Developing,Slowing,,,,,,,,,52,,,,,,,,639,702,0.910256,58.91x,4,37644,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3nQmlRVL7cS39AJV0SQCbL
1574761,There's No Face,Brazil,South America,South America,,,,,"Death Metal,Progressive Rock,Alternative",,,6.362385217,1368031,Developing,Steady,,,,,,,,,36,,,,,,,,1939,881,2.200908,20.54x,8,39821,243,,,,,,,162,1,1311,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/24akzFM25DIhWs6x2hw2XG
9274063,Unvow,United States,North America,North America,,,Unknown Label,,"Deathcore,Hardcore,Beatdown",,,6.343147546,1370007,Developing,Steady,,,,1,46,,,,184,,,,,,,,1125,533,2.110694,21.04x,3,23674,208,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4mVBUXPUhSeh8xkE5jp5EF
9567337,Product of Neglect,Australia,Oceania,Oceania,,Group,Unknown Label,,"Deathcore,Progressive Metal,Metalcore",,,6.326067379,1371838,Developing,Steady,,,,,,,,,66,,,,,,,,865,1204,0.718439,14.99x,6,12965,125,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,https://open.spotify.com/artist/6uonq4XdmX0uUXGGm9aMld
10577531,Counter Attack ID,Indonesia,Southeast Asia,Asia,They/Them,,Unknown Label,,"Dance,Electronic,Pop Punk",,Melodic,6.313680047,1373169,Developing,Slowing,,,,,,,,,62,,,,,,,,862,1494,0.576975,2.17x,6,1872,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/5AOm8VP68OyRJkqBp8qJfb
3582920,Inception of Fall,Russian Federation,Eastern Europe,Europe,,Group,Unknown Label,,"Death Metal,Deathcore,Russian Metal",,,6.294674356,1375070,Developing,Slowing,,,,,,,,,480,,,,,,,,2435,848,2.871462,24.3x,4,59181,225,503,70951,,,,1,48,,,7,,,,1504,,6,,,,,,,,,93,,,,,,,https://open.spotify.com/artist/3OcGXD589qXemvOS3EEKXw
11209304,DEATH TAG,,,,,,Unknown Label,,"Deathcore,Metalcore",,,6.279027538,1376523,Developing,Slowing,,,,,,,,,298,,,,,,,,802,505,1.588119,129.7x,3,104022,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/7mONsMfVS0vQNvf3o0Y2oW
9568739,Violent End,United States,North America,North America,,,Unknown Label,,"Death Metal,Shoegaze,Hardcore",Heavy,"Workout,Working",6.223955174,1382498,Developing,Cooling,,,,,,,,,86,,,,,,,,949,453,2.094923,134.22x,2,127375,205,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,https://open.spotify.com/artist/1pCwQLcfOgQLaYAGWYr9dA
8631763,Complexant,,,,,Group,Unknown Label,,"Deathcore,Doom Metal,Progressive Rock",,,6.167479455,1389141,Developing,Steady,,,,,,,,,378,,,,,,,,1657,422,3.92654,19.53x,3,32366,375,,,,,,,,,,,,,,,,3,,,,,,,,,114,,,,,,,https://open.spotify.com/artist/66zh3ftuN85voLKArarSEF
259848,Ingurgitating Oblivion,United States,North America,North America,,Group,Unknown Label,,"Death Metal,US Metal,Dissonant Death Metal",,,6.127989434,1393683,Developing,Slowing,,,,,,3,2897,27,132,,,,,,,,3784,391,9.677749,15.74x,5,59548,302,,,,,,,166,,,,,,,,,29,,,,,,,,845,488,,,,,,,https://open.spotify.com/artist/3mcu8G0HBrlj0zlmvAjEwt
6405664,Spiritwalker,United States,North America,North America,,,Unknown Label,,"Progressive Rock,Dance,Electronic",,,6.114746675,1395073,Developing,Slowing,,,,,,,,,45,,,,,,,,1288,875,1.472,28.27x,5,36406,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3RPU6POdV9j2cgiliSxYtg
10379429,Neurectomy,United States,North America,North America,,,Unknown Label,,"Death Metal,US Metal",,,6.061464931,1402396,Developing,Slowing,,,,,,,,,81,,,,,,,,1990,306,6.503268,19.68x,4,39173,261,,,,,,,,,,,,1,,,,3,,,,,,,,,176,,,,,,,https://open.spotify.com/artist/4ktA185ReIkAkyL3SJqSJy
791390,Harbored Dreams,United States,North America,North America,N/A,,Unknown Label,,"Deathcore,Death Metal,Metalcore",,,6.038138246,1405294,Developing,Slowing,,,,10,15721,,,,151,,,,,,,,2047,865,2.366474,90.48x,9,185207,400,,,,,,,57,,,,,1,,,,1,,,,,,,,,,,,,,,,https://open.spotify.com/artist/14WeLfhJinpzcn2uzwW1fC
7855998,Testimony of Apocalypse,,,,,,Unknown Label,,"Deathcore,Progressive Metal,Rock",,,6.032062087,1406066,Developing,Growth,,,,3,1196,,,,188,,,,,,,,2132,589,3.619694,90.97x,5,193954,316,,,,,,,36,,,,,,,,,22,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3MuHWsXweopEjemVhc16d5
8345525,Lamhet,United States,North America,North America,,,Unknown Label,,"Death Metal,Deathcore,Metalcore",,,5.964926557,1413519,Developing,Slowing,,,,,,,,,31,,,,,,,,1315,548,2.399635,30.85x,3,40564,248,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/01ZzSS0sBNJlwGbdCF3jjU
10799362,GOREHAMMER,,,,,,Unknown Label,,"Brutal Death Metal,Goregrind",,,5.883319327,1423063,Developing,Steady,,,,,458,,,,10,,,,,,,,1465,227,6.453744,4.25x,2,6229,180,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2Y7k2gNPjdubt7SO0wyy2A
1635494,HateWaker,United States,North America,North America,,Group,Unknown Label,,"Deathcore,Death Metal,Rock",,,5.866039697,1424932,Developing,Slowing,,,,2,961,,,,181,,,,,,,,2536,485,5.228866,24.7x,2,62630,420,,,,,,,18,,,,,,,,,,,,,,,,,,125,,,,,,,https://open.spotify.com/artist/0x8jOlIanAJM3e3wAOjEFR
660101,Tide Has Turned,Germany,Western Europe,Europe,,Group,Unknown Label,,"Progressive Rock,Deathcore,Progressive Metal",,,5.857209972,1426036,Developing,Steady,,,,1,1767,,1,,541,,,,,,,,1528,355,4.304225,16.41x,2,25073,486,,,,,,,128,,,,,,,,,,,,,,,,,,138,,,,,,,https://open.spotify.com/artist/5u6k8PbYrk7ZXPfK2NBoVG
9550013,Grotesqueries,United States,North America,North America,,,Unknown Label,,"Death Metal,US Metal",,,5.83661276,1428290,Developing,Slowing,,,,,,,,,60,,,,,,,,2326,569,4.087873,3.05x,3,7091,313,,,,,,,42,,,,,,,,,5,,,,,,,,,232,,,,,,,https://open.spotify.com/artist/3ZSt8Wvfw4BqGvQM1gr8mB
1274081,Sid White,United States,North America,North America,,,Unknown Label,,"Dark Trap,Hip-Hop/Rap,Dark Internet Pop","Aggressive,Hype,Energetic",Urban,5.822544541,1430016,Developing,Steady,,,,98,62697,3,466,5,104,,,,,,,,489,1447,0.337941,105.35x,14,51514,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3edyeCg5jIBvWBZm0Y5syB
12651463,Shallow Rising,,,,They/Them,,Unknown Label,,"Deathcore,Progressive Metal,Metalcore",,,5.799574142,1432624,Developing,Slowing,,,,,,,,,54,,,,,,,,1598,861,1.855981,23.34x,4,37298,95,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,https://open.spotify.com/artist/6PbcjTLZkr6q5QN1pFjP7n
11335621,Never.dc,,,,N/A,,Unknown Label,,"Deathcore,Death Metal,Metalcore",,,5.781852116,1434664,Developing,Slowing,,,,,,,,,299,,,,,,,,863,1024,0.842773,30.2x,4,26062,313,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4XZ71fL4sNKh4tCSdqxgNQ
10262718,SAWNOFF,New Zealand,Oceania,Oceania,,,Unknown Label,,"Hardcore,Beatdown,Brutal Death Metal",,,5.742807008,1439494,Developing,Steady,,,,,,,,,,,,,,,,,717,235,3.051064,9.69x,3,6948,137,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,https://open.spotify.com/artist/11c8Y0dYUpIPH9HmGk84IL
3740102,Sinner Self,Slovakia,Eastern Europe,Europe,,Group,Unknown Label,,"Deathcore,Progressive Metal,Metalcore",,,5.721954495,1442080,Developing,Steady,,,,2,3615,,,,225,,,,,,,,935,490,1.908163,73.75x,4,68953,340,,,,,,,15,,,,,,,,,4,,,,,,,,,,,,,,,,https://open.spotify.com/artist/7BCaddhy7NWB9M1PSK9UZy
11190521,Pathologic,,,,They/Them,,Unknown Label,,"Death Metal,Progressive Rock,Deathcore",,,5.690137631,1445837,Developing,Slowing,,,,,,14,363,,,,,,,,,,530,212,2.5,62.62x,2,33188,105,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,https://open.spotify.com/artist/5y6E9eaJ3PLbixB3Ry3CQ1
11458454,Satanic Empire,,,,They/Them,,Unknown Label,,"Deathcore,Death Metal,Indonesian Indie",,,5.667689668,1449673,Developing,Steady,,,,,,,,,9,,,,,,,,1848,696,2.655172,27.32x,7,50480,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2GE9KvytBzbgYecgJR4DYv
4098575,Terrorpy,Denmark,Northern Europe,Europe,They/Them,,Unknown Label,,"Deathcore,Death Metal,Danish Children's Music",,,5.6433813,1452569,Developing,Slowing,,,,,,3,1347,3,99,,,,,,,,1487,519,2.865125,8.22x,7,12228,212,,,,,,,44,,,,,,,,,1,,,,,,,,,197,,,,,,,https://open.spotify.com/artist/3eLYDi1Rzl0Y9UPJkFFpKG
1681223,Not My Art,Germany,Western Europe,Europe,They/Them,,Unknown Label,,"Dance,Electronic,Alternative",,,5.639345104,1453002,Developing,Steady,,,,,,,,,39,,,,,,,,498,549,0.907104,257.36x,4,128166,76,,,,,,,24,,,,,,,,,,,,,,,,,,41,,,,,,,https://open.spotify.com/artist/1NEwaL09NBlpVvWOcK4jU2
3934102,Gratitudetx,,,,N/A,,Unknown Label,,"Deathcore,Progressive Metal,Alternative Rock",,,5.595178585,1458715,Developing,Slowing,,,,,,,,,23,,,,,,,,1240,906,1.368653,22.57x,5,27985,184,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/6VsNiPUo6UtPkJO89QjEsu
11463172,GEROGOT,,,,,,Unknown Label,,"Brutal Death Metal,Goregrind,Dance",,,5.504492755,1470012,Developing,Steady,,,,,,,,,171,,,,,,,,796,900,0.884444,0.94x,7,748,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/0QJFs1621CUPUWbpnEs8FI
11632099,Spinal Deformation,,,,,,Unknown Label,,"Brutal Death Metal,Goregrind",,,5.373476557,1487010,Developing,Slowing,,,,,,,,,,,,,,,,,489,754,0.648541,58.63x,4,28668,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/3lwc83k8FYqbmMv6Fnp1p1
863652,Dxwnsides,United Kingdom,Western Europe,Europe,,Group,Unknown Label,,"Shoegaze,Pop Punk,Post-Hardcore",,,5.360032608,1488466,Developing,Slowing,,,,,,,,,122,,,,,,,,1180,828,1.425121,66.04x,5,77923,261,,,,,,,33,,,,,,,,,,,,,,,,,,160,,,,,,,https://open.spotify.com/artist/3fGgS0yxHUJi2OiwpTtvbp
4141074,Existentialist,,,,,,Unknown Label,,"Deathcore,Metal,Rock",,,5.325127345,1493234,Developing,Slowing,,,,0,1018,,,,135,,,,,,,,2170,495,4.383838,9.16x,6,19871,306,,,,,,1,65,,,,,,,,,16,,,,,,,,,254,,,,,,,https://open.spotify.com/artist/4wLNwOLv2VRH88SncD9yD5
3945867,Pure Hate,Brazil,South America,South America,,,Unknown Label,,"Metal,Death Metal,Brazilian Hip-Hop/Rap",,,5.293663779,1497400,Developing,Slowing,,,,,,,26,,36,,,,,,,,1214,690,1.75942,8.26x,5,10025,101,,,,,,,203,,,,,,,,,,,,,,,,,,27,,,,,,,https://open.spotify.com/artist/1KGfgZyUDfSuE1hPToBbo6
4262117,Рубежи,,,,,,Unknown Label,,"Deathcore,Emocore,Melodic Hardcore",,,5.255129327,1504549,Developing,Steady,,,,,,,,,709,,,,,,,,1443,815,1.770552,20.16x,7,29097,143,,,,,,,83,,,,,,,,,1,,,,,,,,,,,,,,,,https://open.spotify.com/artist/5LL1VmgzJG522LK6mZSFAk
4216493,ARCHON,Denmark,Northern Europe,Europe,They/Them,,Unknown Label,,"Deathcore,Progressive Rock,Death Metal","Heavy,Groovy,Raw,Upbeat","Soft,Working,Workout",5.249349352,1505736,Developing,Slowing,,,,0,,,,,91,,,,,,,,885,790,1.120253,58.48x,5,51758,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2DJrh0A3ElgB6eyYfZ5u5m
3576029,Terminalist,France,Western Europe,Europe,,Group,Unknown Label,,"Death Metal,Deathcore,Metal",,,5.224337837,1508772,Developing,Steady,,,,,,,,,145,,,,,,,,1974,194,10.175258,32.96x,1,65054,268,,,,,,,76,,,,,,,,,20,,,,,,,,,262,,,,,,,https://open.spotify.com/artist/5N4HmRQloswgMMTnnIHQmQ
7995049,Eiga,,,,They/Them,,Unknown Label,,"Deathcore,Progressive Metal,Death Metal",,,5.191709014,1512929,Developing,Slowing,,,,,,,,,472,,,,,,,,1151,491,2.344196,21.77x,3,25060,216,,,,,,,265,,,,,,,,,12,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2WAmN5MiGL8XYhlXODKB0d
11112314,PostHumanX,,,,They/Them,,Unknown Label,,"Deathcore,Progressive Rock,Death Metal",,,5.17093602,1515633,Developing,Slowing,,,,,,,,,2163,,,,,,,,948,439,2.159453,118x,3,111864,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4oPHZ0Ot9sLUPkzLD3bx5d
518309,Death Rattle,United Kingdom,Western Europe,Europe,They/Them,,Unknown Label,,"Electronic,Progressive Rock,Pop","Chill,Dreamy,Exciting,Melancholic",,5.082915873,1527019,Developing,Slowing,,,,,,3,8160,241,739,,,,,,,,1641,611,2.685761,30.14x,7,49464,170,240,74486,,,,,276,,,753,,,,,,123,71,,,,,,,,758,,0,,,,,https://open.spotify.com/artist/6md0CFaov2KJECy2XrqE2Q
4259561,Illusions Fade,,,,They/Them,,Unknown Label,,"Deathcore,Death Metal,Progressive Metal",,,5.067943977,1528795,Developing,Steady,,,,,,,,,587,,,,,,,,1772,371,4.77628,128.73x,4,228104,187,,,,,,,49,,,,,,,,,,,,,,,,,,79,,,,,,,https://open.spotify.com/artist/7qkrSm3hEgTbfWhjs24AZP
12188971,PEACE PIPE,,,,,,Unknown Label,,"Brutal Death Metal,Goregrind,Hardcore",,,5.058105089,1530277,Developing,Slowing,,,,,,,,,13,,,,,,,,741,442,1.676471,89.91x,5,66621,166,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,https://open.spotify.com/artist/53tPcppZl03HTrHI0UoUyL
3538657,Nxxses,,,,,Group,Unknown Label,,"Dark Trap,Deathcore,Emo Rap",,,5.043896425,1532168,Developing,Steady,,,,4,1493,,,,611,,,,,,,,812,425,1.910588,3628.64x,4,2946457,503,,,,,,,8,,,,,,,,,2,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2PAgaaZUHcCqzYsf6SY3uY
1125264,Deadculture,United States,North America,North America,,Group,Unknown Label,,"Hardcore,Beatdown,Deathcore",,,5.039525257,1532551,Developing,Steady,,,,1,1498,,,,24,,,,,,,,1745,457,3.818381,28.48x,2,49702,235,,,,,,,13,,,,,,,,,,,,,,,,,,105,,0,,,,,https://open.spotify.com/artist/2mdFEq7G55YeLWF9lJaW17
1670215,Thousand Frames,United States,North America,North America,,Group,Thousand Frames,,"Deathcore,Progressive Metal,Progressive Rock","Heavy,Adrenaline,Chill,Fun,Bold,Sweet,Vibrant","Gaming,Running,Cruising,Driving,Exploring,Melodic,Soft",5.01578403,1535746,Developing,Slowing,,,,6,1629,,,,862,,,,,,,,1556,900,1.728889,75.49x,4,117463,280,,,,,,,29,1,0,,,1,,,,27,,,,,,,,,138,,0,,,,,https://open.spotify.com/artist/1hQiBauFKkGx5m9togUnyc
9711118,Beastplague,United States,North America,North America,N/A,,Unknown Label,,"Brutal Death Metal,Goregrind,Rock",,,4.897229166,1552934,Developing,Steady,,,,,,,,,12,,,,,,,,1149,394,2.916244,32.81x,4,37699,267,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,https://open.spotify.com/artist/09KXghiszxu6gx1nxwufLm
12689846,Lament Ov Lilith,,,,,,Unknown Label,,"Deathcore,Metalcore",,,4.864455936,1557283,Developing,Steady,,,,,,,,,90,,,,,,,,671,321,2.090343,47.49x,2,31863,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/5lHk90ZAT3LJEgFCRVAiom
11070376,Aborted Bong Rip,,,,,,Unknown Label,,"Goregrind,Brutal Death Metal,Death Metal",,,4.778339752,1571349,Developing,Cooling,,,,,,,,,405,,,,,,,,776,153,5.071895,87.8x,1,68132,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/2sZbYIG6TD7D8V5WiEOFon
8288995,Maracurse,,,,,,Unknown Label,,"Deathcore,Metalcore",,,4.732008298,1577582,Developing,Slowing,,,,4,3384,,,,341,,,,,,,,926,201,4.606965,33.33x,1,30861,388,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,https://open.spotify.com/artist/07rN5azbJTlpsrlJQss2v2
4088478,Imperishable,,,,,,Everlasting Spew Records,,"Death Metal,Metal,Rock","Dark,Aggressive,Dystopian,Intense,Heavy","Melodic,Focus,Coffee",4.70129514,1581834,Developing,Steady,,,,,,,,,32,,,,,,,,1046,1023,1.022483,4.51x,9,4716,68,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,https://open.spotify.com/artist/0V9iSPRTE4WRgXZ6DPZAsC
3629845,Apple Sauce,Italy,Southern Europe,Europe,,Group,Unknown Label,,"Progressive Rock,Deathcore,Progressive Metal",,,4.695948177,1582900,Developing,Steady,,,,,,,,,584,,,,,,,,1381,856,1.613318,48.86x,4,67469,114,,,,,,,30,,,,,,,,,,,,,,,,,,101,,0,,,,,https://open.spotify.com/artist/00kpcbLxSOI9ALtmd5ECmD
11274543,Necrophilic Beatdown,,,,,,Unknown Label,,"Brutal Death Metal,Goregrind,Death Metal",,,4.679910351,1584925,Developing,Cooling,,,,,,,,,23,,,,,,,,1273,219,5.812785,5.73x,1,7288,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/4sGR6gZQVT1RZVjBb9Qce9
7547587,Dead Soma,,,,,,Unknown Label,,"Death Metal,Hardcore,Progressive Rock",,,4.667383995,1587313,Developing,Slowing,,,,1,7014,,,,34,,,,,,,,1152,221,5.21267,77.9x,2,89739,181,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,https://open.spotify.com/artist/27Q28eGvRiVWQANCrcJG34
